label,message
spam,"IMPORTANT: You are pre-approved for a $750 credit card. Apply now, no fees!"
ham,Don't forget we have the interview scheduled for this weekend.
ham,Let's plan the the workshop for next month.
ham,Can you help me understand this the project assignment?
ham,The meeting about the client call has been moved to 8 PM.
ham,The meeting about marketing has been moved to 5 PM.
spam,"ALERT: Get a loan of $1000 approved instantly, no credit check required!"
spam,"Limited Time Offer: FREE iPhone just for you! Limited stock, claim before midnight."
spam,WINNER!!: Your subscription payment of $5000 has failed. Update your card here: bit.ly/claim-now
spam,CONGRATULATIONS: Verify your identity now to avoid permanent account suspension: win-big-prizes.net
spam,Hey there: Verify your identity now to avoid permanent account suspension: win-big-prizes.net
spam,IMPORTANT: Congratulations! You've been chosen for a free coupon book worth $750.
ham,"Just landed, will call you once I reach college."
ham,Can you send me the presentation before 3:30 PM? Thanks!
spam,CONGRATULATIONS: You have won a $250 cash prize! Claim now by clicking the link below.
spam,Dear Customer: Click here to claim your free vacation package before the offer expires today!
ham,Let me know if you're free for class this weekend.
ham,"Hey, are we still meeting for our trip tomorrow at 8 PM?"
ham,"Hey, are we still meeting for dinner tomorrow at 10 AM?"
spam,ALERT: Your subscription payment of $250 has failed. Update your card here: secure-verify-account.com
ham,Can you help me understand this python assignment?
ham,"Hey, are we still meeting for our call tomorrow at 8 PM?"
ham,"See you at downtown at 3:30 PM, don't be late!"
ham,Can you send me the proposal before tonight? Thanks!
ham,The meeting about history has been moved to 3:30 PM.
spam,"URGENT: Double your investment in iPhone stocks this week only, guaranteed returns!"
ham,The meeting about marketing has been moved to 3:30 PM.
ham,Are you coming to the airport this evening?
ham,"See you at the station at 10 AM, don't be late!"
ham,Thank you for attending the the app design session today.
ham,Please review the spreadsheet and let me know your thoughts.
ham,Happy birthday! Hope you have a wonderful day.
spam,URGENT: This is your final reminder to claim your $5000 refund. Act now: click-to-claim.co
spam,ALERT: Your mobile number has been selected to receive a free tablet. Reply YES to claim.
ham,Can you send me the notes before this weekend? Thanks!
spam,"You have been selected: Act fast! Only 3 vacation packages left at 90% discount, order now."
ham,"I'm still working on the report, will share it soon."
spam,You have been selected: Text WIN to 80086 to enter our weekly draw and win a brand new gift card!
spam,FREE ENTRY: Exclusive deal: Buy one laptop and get another absolutely free! Offer ends soon.
spam,"CONGRATULATIONS: You've been chosen to test our new coupon book for free, just pay shipping."
ham,"See you at the gym at noon, don't be late!"
ham,Can you send me the resume before tonight? Thanks!
ham,Let me know if you're free for our trip this weekend.
spam,Hey there: You have 1 new voicemail regarding your $250 settlement claim. Call now.
ham,Can we reschedule our the movie to next week?
ham,Are you coming to the station this evening?
ham,"See you at college at this weekend, don't be late!"
spam,URGENT: Your subscription payment of $250 has failed. Update your card here: your-refund-portal.com
spam,"URGENT: Get a loan of $500 approved instantly, no credit check required!"
spam,WINNER!!: Hot singles in your area want to chat with you now! Click secure-verify-account.com
spam,IMPORTANT: Verify your identity now to avoid permanent account suspension: your-refund-portal.com
spam,"WINNER!!: Act fast! Only 3 coupon books left at 90% discount, order now."
ham,The meeting about the project has been moved to noon.
spam,URGENT: URGENT: Your bank account has unusual activity. Login now to secure it: bit.ly/claim-now
spam,IMPORTANT: You have an unclaimed prize of $500. Verify your account to receive it.
spam,ALERT: You have won a $250 cash prize! Claim now by clicking the link below.
ham,Can you send me the summary before 10 AM? Thanks!
ham,"Hey, are we still meeting for the party tomorrow at 5 PM?"
spam,You have been selected: Hot singles in your area want to chat with you now! Click win-big-prizes.net
ham,"Hey, are we still meeting for the interview tomorrow at next Monday?"
spam,FREE ENTRY: You have an unclaimed prize of $250. Verify your account to receive it.
ham,Thank you for attending the the client call session today.
spam,IMPORTANT: URGENT: Your bank account has unusual activity. Login now to secure it: secure-verify-account.com
ham,I'll send you the spreadsheet once I finish reviewing it.
spam,"WINNER!!: FREE vacation package just for you! Limited stock, claim before midnight."
ham,The meeting about machine learning has been moved to 8 PM.
ham,Don't forget we have the interview scheduled for 10 AM.
ham,Don't forget we have the meeting scheduled for noon.
spam,"IMPORTANT: Act fast! Only 3 gift cards left at 90% discount, order now."
spam,IMPORTANT: Win a brand new smartwatch by simply sharing this message with 10 friends!
ham,Can you pick me up from the gym after work?
ham,Don't forget we have the movie scheduled for next Monday.
ham,Let's plan the the movie for next month.
ham,Can you send me the proposal before noon? Thanks!
spam,Dear Customer: You have an unclaimed prize of $5000. Verify your account to receive it.
spam,You have been selected: Win a brand new smartwatch by simply sharing this message with 10 friends!
spam,Final Notice: Win a brand new vacation package by simply sharing this message with 10 friends!
ham,Don't forget we have the interview scheduled for noon.
spam,"Hey there: Act fast! Only 3 gift cards left at 90% discount, order now."
ham,Let me know if you're free for our call this weekend.
spam,"Attention: FREE PlayStation just for you! Limited stock, claim before midnight."
ham,The project deadline for the app design has been extended to next Friday.
spam,Dear Customer: You have won a $500 cash prize! Claim now by clicking the link below.
ham,"I'm still working on the contract, will share it soon."
spam,Breaking News: Verify your identity now to avoid permanent account suspension: click-to-claim.co
ham,Reminder: your appointment is scheduled for tomorrow morning.
ham,Don't forget we have the party scheduled for next Monday.
spam,Hey there: Exclusive deal: Buy one TV and get another absolutely free! Offer ends soon.
spam,"Dear Customer: Act fast! Only 3 gift cards left at 90% discount, order now."
spam,Limited Time Offer: Your subscription payment of $250 has failed. Update your card here: click-to-claim.co
ham,Don't forget we have dinner scheduled for tomorrow morning.
spam,"Hey there: Earn $10000 per day working from home! No experience needed, sign up now."
spam,"Final Notice: You've been chosen to test our new iPhone for free, just pay shipping."
ham,"Hey, are we still meeting for the movie tomorrow at noon?"
ham,"I finished the proposal, sending it over shortly."
spam,FREE ENTRY: Verify your identity now to avoid permanent account suspension: click-to-claim.co
spam,"CONGRATULATIONS: Get a loan of $2500 approved instantly, no credit check required!"
spam,URGENT: Verify your identity now to avoid permanent account suspension: bit.ly/claim-now
ham,The meeting about the app design has been moved to 5 PM.
ham,Can you send me the invoice before 3:30 PM? Thanks!
spam,"Dear Customer: FREE vacation package just for you! Limited stock, claim before midnight."
spam,Dear Customer: Your subscription payment of $1000 has failed. Update your card here: win-big-prizes.net
spam,URGENT: Your Netflix account is on hold. Update billing info immediately: secure-verify-account.com
spam,"Hey there: FREE TV just for you! Limited stock, claim before midnight."
ham,"Just landed, will call you once I reach downtown."
ham,Can you send me the notes before 3:30 PM? Thanks!
spam,ALERT: You have 1 new voicemail regarding your $5000 settlement claim. Call now.
ham,"I'll be home by this weekend, do you need me to pick up anything?"
spam,Attention: Your mobile number has been selected to receive a free tablet. Reply YES to claim.
ham,I'll send you the summary once I finish reviewing it.
ham,Don't forget we have the interview scheduled for tomorrow morning.
spam,WINNER!!: Your parcel could not be delivered. Pay a small fee to reschedule: bit.ly/claim-now
ham,Reminder: your appointment is scheduled for 5 PM.
ham,"Hey, are we still meeting for the meeting tomorrow at 3:30 PM?"
ham,Let me know if you're free for the movie this weekend.
spam,"Hey there: FREE vacation package just for you! Limited stock, claim before midnight."
spam,URGENT: Your Netflix account is on hold. Update billing info immediately: your-refund-portal.com
spam,Attention: Exclusive deal: Buy one tablet and get another absolutely free! Offer ends soon.
spam,"Dear Customer: Act fast! Only 3 iPhones left at 90% discount, order now."
spam,CONGRATULATIONS: Win a brand new gift card by simply sharing this message with 10 friends!
spam,CONGRATULATIONS: Congratulations! You've been chosen for a free tablet worth $1000.
spam,Final Notice: Verify your identity now to avoid permanent account suspension: win-big-prizes.net
spam,"CONGRATULATIONS: Claim your government grant of $500 today, no repayment needed!"
spam,ALERT: Your mobile number has been selected to receive a free gift card. Reply YES to claim.
ham,"Hey, are we still meeting for the meeting tomorrow at tonight?"
spam,"Final Notice: Act fast! Only 3 smartwatchs left at 90% discount, order now."
spam,"Limited Time Offer: You've been chosen to test our new coupon book for free, just pay shipping."
spam,Breaking News: You have 1 new voicemail regarding your $5000 settlement claim. Call now.
ham,The meeting about python has been moved to noon.
ham,"Hey, are we still meeting for the interview tomorrow at 3:30 PM?"
spam,You have been selected: Your Netflix account is on hold. Update billing info immediately: click-to-claim.co
spam,FREE ENTRY: Hot singles in your area want to chat with you now! Click bit.ly/claim-now
spam,"IMPORTANT: Act fast! Only 3 PlayStations left at 90% discount, order now."
ham,I'll send you the assignment once I finish reviewing it.
ham,"See you at the library at tonight, don't be late!"
ham,Can you send me the resume before this weekend? Thanks!
ham,The meeting about data science has been moved to 8 PM.
spam,"URGENT: Act fast! Only 3 cruise trips left at 90% discount, order now."
spam,Hey there: Win a brand new PlayStation by simply sharing this message with 10 friends!
ham,The meeting about the app design has been moved to 10 AM.
ham,Can you send me the spreadsheet before 10 AM? Thanks!
ham,"See you at the station at 5 PM, don't be late!"
spam,CONGRATULATIONS: You have an unclaimed prize of $250. Verify your account to receive it.
ham,I'll send you the resume once I finish reviewing it.
ham,The meeting about python has been moved to tonight.
spam,You have been selected: Text WIN to 80086 to enter our weekly draw and win a brand new cruise trip!
ham,Don't forget we have our call scheduled for tonight.
ham,The project deadline for the budget has been extended to next Friday.
spam,"Attention: Get a loan of $2500 approved instantly, no credit check required!"
spam,"You have been selected: Get a loan of $250 approved instantly, no credit check required!"
spam,"Limited Time Offer: FREE laptop just for you! Limited stock, claim before midnight."
spam,Limited Time Offer: Click here to claim your free vacation package before the offer expires today!
spam,CONGRATULATIONS: URGENT: Your bank account has unusual activity. Login now to secure it: your-refund-portal.com
spam,"Dear Customer: FREE coupon book just for you! Limited stock, claim before midnight."
spam,Hey there: Congratulations! You've been chosen for a free TV worth $750.
ham,Please find attached the presentation you requested.
ham,Don't forget we have the interview scheduled for tonight.
spam,ALERT: URGENT: Your bank account has unusual activity. Login now to secure it: secure-verify-account.com
ham,"I'm still working on the invoice, will share it soon."
ham,The meeting about machine learning has been moved to this weekend.
ham,Don't forget we have our call scheduled for tomorrow morning.
spam,"IMPORTANT: FREE gift card just for you! Limited stock, claim before midnight."
spam,Attention: Your subscription payment of $750 has failed. Update your card here: click-to-claim.co
spam,"FREE ENTRY: Act fast! Only 3 iPhones left at 90% discount, order now."
ham,"Hey, are we still meeting for the workshop tomorrow at tomorrow morning?"
ham,The meeting about data science has been moved to this weekend.
ham,Can you send me the notes before 5 PM? Thanks!
ham,"Thanks for the birthday wishes, means a lot!"
spam,You have been selected: Your parcel could not be delivered. Pay a small fee to reschedule: your-refund-portal.com
ham,Can you help me understand this the budget assignment?
spam,WINNER!!: Your Netflix account is on hold. Update billing info immediately: click-to-claim.co
spam,FREE ENTRY: You have 1 new voicemail regarding your $2500 settlement claim. Call now.
spam,"Limited Time Offer: Double your investment in tablet stocks this week only, guaranteed returns!"
spam,IMPORTANT: Click here to claim your free TV before the offer expires today!
spam,URGENT: Your parcel could not be delivered. Pay a small fee to reschedule: your-refund-portal.com
ham,Reminder: your appointment is scheduled for next Monday.
spam,CONGRATULATIONS: Text WIN to 80086 to enter our weekly draw and win a brand new PlayStation!
ham,"Hey, are we still meeting for the movie tomorrow at 10 AM?"
spam,"Dear Customer: Double your investment in gift card stocks this week only, guaranteed returns!"
ham,Can you send me the report before 3:30 PM? Thanks!
spam,"URGENT: You are pre-approved for a $1000 credit card. Apply now, no fees!"
spam,"Hey there: Double your investment in tablet stocks this week only, guaranteed returns!"
spam,CONGRATULATIONS: Your parcel could not be delivered. Pay a small fee to reschedule: click-to-claim.co
spam,WINNER!!: You have 1 new voicemail regarding your $500 settlement claim. Call now.
spam,Breaking News: Win a brand new cruise trip by simply sharing this message with 10 friends!
ham,"Hey, are we still meeting for our trip tomorrow at tonight?"
spam,Final Notice: URGENT: Your bank account has unusual activity. Login now to secure it: win-big-prizes.net
ham,Don't forget we have the interview scheduled for 3:30 PM.
ham,Can you send me the spreadsheet before noon? Thanks!
ham,"I finished the summary, sending it over shortly."
ham,Are you coming to the library this evening?
spam,Dear Customer: This is your final reminder to claim your $1000 refund. Act now: bit.ly/claim-now
spam,"URGENT: FREE gift card just for you! Limited stock, claim before midnight."
ham,"I'm running a bit late, will reach downtown in 10 minutes."
spam,ALERT: Win a brand new gift card by simply sharing this message with 10 friends!
ham,Can you send me the spreadsheet before 5 PM? Thanks!
spam,CONGRATULATIONS: Verify your identity now to avoid permanent account suspension: click-to-claim.co
ham,"Hey, are we still meeting for lunch tomorrow at 5 PM?"
ham,The meeting about history has been moved to tonight.
ham,Don't forget we have our trip scheduled for 5 PM.
spam,URGENT: Verify your identity now to avoid permanent account suspension: click-to-claim.co
ham,The meeting about the client call has been moved to 10 AM.
spam,"Limited Time Offer: You've been chosen to test our new iPhone for free, just pay shipping."
ham,"Hey, are we still meeting for our trip tomorrow at 3:30 PM?"
ham,Please find attached the notes you requested.
ham,"Hey, are we still meeting for dinner tomorrow at tomorrow morning?"
ham,Great job on the the client call presentation today!
spam,Breaking News: Congratulations! You've been chosen for a free iPhone worth $1000.
spam,"Attention: Claim your government grant of $1000 today, no repayment needed!"
spam,"CONGRATULATIONS: You are pre-approved for a $2500 credit card. Apply now, no fees!"
ham,Don't forget we have the movie scheduled for noon.
spam,Breaking News: Your Netflix account is on hold. Update billing info immediately: bit.ly/claim-now
spam,You have been selected: Exclusive deal: Buy one smartwatch and get another absolutely free! Offer ends soon.
ham,The meeting about data science has been moved to noon.
spam,"Dear Customer: Claim your government grant of $10000 today, no repayment needed!"
spam,"Breaking News: You've been chosen to test our new coupon book for free, just pay shipping."
spam,FREE ENTRY: Congratulations! You've been chosen for a free iPhone worth $750.
ham,Let's plan the our trip for next month.
spam,URGENT: Click here to claim your free TV before the offer expires today!
spam,You have been selected: You have an unclaimed prize of $750. Verify your account to receive it.
spam,"Attention: Double your investment in gift card stocks this week only, guaranteed returns!"
spam,"You have been selected: Get a loan of $1000 approved instantly, no credit check required!"
ham,Can we reschedule our the meeting to next week?
ham,Don't forget we have dinner scheduled for this weekend.
ham,Thank you for attending the python session today.
spam,IMPORTANT: Your account will be suspended unless you verify your details immediately: your-refund-portal.com
ham,Can you pick me up from downtown after work?
ham,The meeting about marketing has been moved to next Monday.
ham,The meeting about history has been moved to noon.
spam,ALERT: Your Netflix account is on hold. Update billing info immediately: click-to-claim.co
ham,Can you send me the spreadsheet before 3:30 PM? Thanks!
spam,"Dear Customer: You are pre-approved for a $5000 credit card. Apply now, no fees!"
ham,"See you at the airport at 10 AM, don't be late!"
spam,"WINNER!!: You've been chosen to test our new PlayStation for free, just pay shipping."
ham,"I'm running a bit late, will reach the station in 10 minutes."
ham,Don't forget we have dinner scheduled for next Monday.
spam,"Attention: Get a loan of $500 approved instantly, no credit check required!"
spam,ALERT: Verify your identity now to avoid permanent account suspension: your-refund-portal.com
ham,Can you send me the spreadsheet before tonight? Thanks!
spam,Attention: Click here to claim your free vacation package before the offer expires today!
spam,"CONGRATULATIONS: Double your investment in PlayStation stocks this week only, guaranteed returns!"
ham,Let's catch up over coffee sometime next week.
ham,"See you at college at tomorrow morning, don't be late!"
spam,Final Notice: Win a brand new TV by simply sharing this message with 10 friends!
ham,Don't forget we have class scheduled for noon.
spam,"Breaking News: Get a loan of $750 approved instantly, no credit check required!"
spam,"Dear Customer: Act fast! Only 3 PlayStations left at 90% discount, order now."
ham,Great job on the machine learning presentation today!
spam,"IMPORTANT: Claim your government grant of $5000 today, no repayment needed!"
spam,CONGRATULATIONS: Your mobile number has been selected to receive a free cruise trip. Reply YES to claim.
ham,Don't forget we have class scheduled for next Monday.
spam,FREE ENTRY: This is your final reminder to claim your $2500 refund. Act now: your-refund-portal.com
spam,Dear Customer: Hot singles in your area want to chat with you now! Click win-big-prizes.net
ham,"See you at the library at next Monday, don't be late!"
ham,How was your trip to the office? Hope it went well.
spam,CONGRATULATIONS: You have 1 new voicemail regarding your $1000 settlement claim. Call now.
ham,Can we reschedule our dinner to next week?
spam,Breaking News: Click here to claim your free smartwatch before the offer expires today!
ham,Can you send me the summary before next Monday? Thanks!
spam,"Hey there: Get a loan of $500 approved instantly, no credit check required!"
ham,The meeting about marketing has been moved to 8 PM.
spam,WINNER!!: Your subscription payment of $1000 has failed. Update your card here: click-to-claim.co
ham,Let's plan the class for next month.
ham,Can you send me the report before tomorrow morning? Thanks!
ham,How was your trip to the mall? Hope it went well.
spam,"CONGRATULATIONS: FREE smartwatch just for you! Limited stock, claim before midnight."
spam,"You have been selected: Double your investment in TV stocks this week only, guaranteed returns!"
spam,ALERT: You have an unclaimed prize of $500. Verify your account to receive it.
spam,"Limited Time Offer: Earn $1000 per day working from home! No experience needed, sign up now."
spam,Limited Time Offer: You have won a $10000 cash prize! Claim now by clicking the link below.
spam,IMPORTANT: Verify your identity now to avoid permanent account suspension: win-big-prizes.net
ham,"See you at the library at tomorrow morning, don't be late!"
ham,Please review the report and let me know your thoughts.
ham,"Just landed, will call you once I reach the library."
ham,"Hey, are we still meeting for lunch tomorrow at tomorrow morning?"
ham,"See you at the mall at 8 PM, don't be late!"
ham,"I'll be home by tomorrow morning, do you need me to pick up anything?"
spam,"Dear Customer: Earn $750 per day working from home! No experience needed, sign up now."
spam,FREE ENTRY: You have 1 new voicemail regarding your $250 settlement claim. Call now.
spam,Attention: Text WIN to 80086 to enter our weekly draw and win a brand new gift card!
ham,Can we reschedule our the party to next week?
spam,WINNER!!: URGENT: Your bank account has unusual activity. Login now to secure it: bit.ly/claim-now
ham,The meeting about data science has been moved to 3:30 PM.
spam,URGENT: Your mobile number has been selected to receive a free gift card. Reply YES to claim.
spam,ALERT: You have 1 new voicemail regarding your $750 settlement claim. Call now.
ham,Can you send me the spreadsheet before next Monday? Thanks!
spam,FREE ENTRY: This is your final reminder to claim your $250 refund. Act now: your-refund-portal.com
ham,"I'll be home by noon, do you need me to pick up anything?"
spam,URGENT: Your mobile number has been selected to receive a free PlayStation. Reply YES to claim.
ham,"Hey, are we still meeting for the workshop tomorrow at 8 PM?"
ham,The meeting about the budget has been moved to 10 AM.
spam,"Breaking News: Double your investment in PlayStation stocks this week only, guaranteed returns!"
spam,Limited Time Offer: This is your final reminder to claim your $250 refund. Act now: your-refund-portal.com
ham,"Hey, are we still meeting for lunch tomorrow at 10 AM?"
spam,"Limited Time Offer: Claim your government grant of $10000 today, no repayment needed!"
ham,"Thanks for the help with data science today, really appreciate it."
ham,Don't forget we have the workshop scheduled for tomorrow morning.
ham,"I finished the resume, sending it over shortly."
spam,ALERT: Your Netflix account is on hold. Update billing info immediately: secure-verify-account.com
ham,The project deadline for the client call has been extended to next Friday.
spam,IMPORTANT: You have an unclaimed prize of $750. Verify your account to receive it.
spam,FREE ENTRY: Win a brand new iPhone by simply sharing this message with 10 friends!
ham,"Hey, are we still meeting for the party tomorrow at next Monday?"
spam,Final Notice: Verify your identity now to avoid permanent account suspension: your-refund-portal.com
ham,The meeting about the project has been moved to 5 PM.
ham,The meeting about marketing has been moved to noon.
ham,"Thanks for the help with the project today, really appreciate it."
ham,"I finished the report, sending it over shortly."
ham,"Hey, are we still meeting for lunch tomorrow at tonight?"
ham,Great job on the the budget presentation today!
spam,"Attention: FREE cruise trip just for you! Limited stock, claim before midnight."
ham,Are you coming to downtown this evening?
spam,CONGRATULATIONS: URGENT: Your bank account has unusual activity. Login now to secure it: win-big-prizes.net
ham,Are you coming to home this evening?
spam,Attention: You have 1 new voicemail regarding your $5000 settlement claim. Call now.
spam,"URGENT: Double your investment in laptop stocks this week only, guaranteed returns!"
ham,"Hey, are we still meeting for dinner tomorrow at 8 PM?"
ham,"See you at the station at 3:30 PM, don't be late!"
spam,Attention: Your parcel could not be delivered. Pay a small fee to reschedule: click-to-claim.co
ham,The meeting about history has been moved to 5 PM.
ham,The meeting about the app design has been moved to next Monday.
ham,Great job on the python presentation today!
ham,"Mom said dinner is ready, come home soon."
ham,Can you send me the summary before tomorrow morning? Thanks!
ham,Can you pick me up from college after work?
spam,Limited Time Offer: You have 1 new voicemail regarding your $250 settlement claim. Call now.
ham,"I'm running a bit late, will reach the office in 10 minutes."
ham,"I'm running a bit late, will reach the library in 10 minutes."
ham,"Just landed, will call you once I reach the airport."
ham,Great job on the history presentation today!
spam,Limited Time Offer: Click here to claim your free TV before the offer expires today!
ham,Don't forget we have lunch scheduled for this weekend.
ham,Can you send me the report before next Monday? Thanks!
spam,IMPORTANT: Hot singles in your area want to chat with you now! Click bit.ly/claim-now
spam,"Attention: Get a loan of $750 approved instantly, no credit check required!"
ham,"See you at the gym at 5 PM, don't be late!"
ham,"I'm still working on the assignment, will share it soon."
ham,"See you at the mall at this weekend, don't be late!"
spam,"IMPORTANT: Double your investment in tablet stocks this week only, guaranteed returns!"
ham,The meeting about history has been moved to tomorrow morning.
spam,"IMPORTANT: FREE PlayStation just for you! Limited stock, claim before midnight."
ham,Great job on the the project presentation today!
spam,Breaking News: Hot singles in your area want to chat with you now! Click bit.ly/claim-now
spam,WINNER!!: Text WIN to 80086 to enter our weekly draw and win a brand new gift card!
spam,Final Notice: You have 1 new voicemail regarding your $250 settlement claim. Call now.
spam,ALERT: You have an unclaimed prize of $10000. Verify your account to receive it.
spam,Attention: You have 1 new voicemail regarding your $250 settlement claim. Call now.
spam,Limited Time Offer: You have won a $1000 cash prize! Claim now by clicking the link below.
spam,"URGENT: Double your investment in PlayStation stocks this week only, guaranteed returns!"
spam,"Limited Time Offer: Get a loan of $750 approved instantly, no credit check required!"
spam,"WINNER!!: You are pre-approved for a $2500 credit card. Apply now, no fees!"
spam,"Dear Customer: Earn $500 per day working from home! No experience needed, sign up now."
spam,You have been selected: This is your final reminder to claim your $2500 refund. Act now: win-big-prizes.net
spam,Limited Time Offer: Win a brand new iPhone by simply sharing this message with 10 friends!
spam,"Breaking News: Act fast! Only 3 vacation packages left at 90% discount, order now."
spam,WINNER!!: Hot singles in your area want to chat with you now! Click your-refund-portal.com
spam,Limited Time Offer: Your Netflix account is on hold. Update billing info immediately: win-big-prizes.net
spam,Breaking News: Your parcel could not be delivered. Pay a small fee to reschedule: your-refund-portal.com
ham,Please review the resume and let me know your thoughts.
ham,Reminder: your appointment is scheduled for 3:30 PM.
spam,"IMPORTANT: FREE coupon book just for you! Limited stock, claim before midnight."
spam,"CONGRATULATIONS: You are pre-approved for a $500 credit card. Apply now, no fees!"
ham,"Hey, are we still meeting for the movie tomorrow at next Monday?"
spam,Breaking News: Verify your identity now to avoid permanent account suspension: secure-verify-account.com
ham,Don't forget we have class scheduled for 3:30 PM.
spam,"Dear Customer: Earn $2500 per day working from home! No experience needed, sign up now."
ham,"See you at the mall at 3:30 PM, don't be late!"
spam,You have been selected: This is your final reminder to claim your $500 refund. Act now: win-big-prizes.net
ham,"Hey, are we still meeting for our trip tomorrow at 10 AM?"
ham,Can we reschedule our our call to next week?
spam,FREE ENTRY: Text WIN to 80086 to enter our weekly draw and win a brand new smartwatch!
ham,How was your trip to the airport? Hope it went well.
ham,"See you at the library at this weekend, don't be late!"
spam,ALERT: Your subscription payment of $500 has failed. Update your card here: win-big-prizes.net
spam,"CONGRATULATIONS: Double your investment in smartwatch stocks this week only, guaranteed returns!"
spam,WINNER!!: Your mobile number has been selected to receive a free PlayStation. Reply YES to claim.
spam,"Breaking News: Get a loan of $1000 approved instantly, no credit check required!"
ham,The project deadline for history has been extended to next Friday.
spam,CONGRATULATIONS: Your mobile number has been selected to receive a free smartwatch. Reply YES to claim.
spam,"WINNER!!: Earn $10000 per day working from home! No experience needed, sign up now."
ham,"See you at the mall at noon, don't be late!"
ham,I'll send you the notes once I finish reviewing it.
ham,Reminder: your appointment is scheduled for this weekend.
spam,Limited Time Offer: Your subscription payment of $250 has failed. Update your card here: win-big-prizes.net
ham,"I'll be home by next Monday, do you need me to pick up anything?"
spam,"Final Notice: FREE gift card just for you! Limited stock, claim before midnight."
spam,ALERT: Congratulations! You've been chosen for a free coupon book worth $500.
ham,"See you at the station at noon, don't be late!"
spam,"WINNER!!: You are pre-approved for a $10000 credit card. Apply now, no fees!"
ham,Can you send me the assignment before tomorrow morning? Thanks!
ham,"Hey, are we still meeting for our call tomorrow at 10 AM?"
ham,The meeting about the budget has been moved to 8 PM.
ham,"I'm running a bit late, will reach home in 10 minutes."
spam,ALERT: Hot singles in your area want to chat with you now! Click win-big-prizes.net
spam,"Hey there: Act fast! Only 3 iPhones left at 90% discount, order now."
spam,Dear Customer: Your mobile number has been selected to receive a free TV. Reply YES to claim.
ham,"Hey, are we still meeting for the interview tomorrow at noon?"
spam,URGENT: Click here to claim your free cruise trip before the offer expires today!
spam,ALERT: Congratulations! You've been chosen for a free vacation package worth $500.
ham,Can you send me the presentation before noon? Thanks!
ham,"Hey, are we still meeting for class tomorrow at next Monday?"
spam,"Final Notice: FREE cruise trip just for you! Limited stock, claim before midnight."
spam,"You have been selected: FREE PlayStation just for you! Limited stock, claim before midnight."
ham,Can you send me the presentation before this weekend? Thanks!
spam,Limited Time Offer: You have an unclaimed prize of $750. Verify your account to receive it.
ham,Can you pick me up from the mall after work?
spam,"Breaking News: Earn $250 per day working from home! No experience needed, sign up now."
spam,WINNER!!: Click here to claim your free gift card before the offer expires today!
spam,Dear Customer: Congratulations! You've been chosen for a free cruise trip worth $750.
ham,Reminder: your appointment is scheduled for 10 AM.
spam,"Limited Time Offer: Earn $5000 per day working from home! No experience needed, sign up now."
spam,Final Notice: Click here to claim your free laptop before the offer expires today!
spam,URGENT: Your subscription payment of $250 has failed. Update your card here: win-big-prizes.net
spam,Hey there: URGENT: Your bank account has unusual activity. Login now to secure it: your-refund-portal.com
spam,Hey there: You have won a $250 cash prize! Claim now by clicking the link below.
ham,"See you at college at 8 PM, don't be late!"
spam,Hey there: You have won a $500 cash prize! Claim now by clicking the link below.
ham,I'll send you the invoice once I finish reviewing it.
spam,"Breaking News: You've been chosen to test our new iPhone for free, just pay shipping."
spam,FREE ENTRY: Click here to claim your free cruise trip before the offer expires today!
spam,IMPORTANT: Text WIN to 80086 to enter our weekly draw and win a brand new PlayStation!
spam,CONGRATULATIONS: Hot singles in your area want to chat with you now! Click your-refund-portal.com
ham,"I'm running a bit late, will reach the airport in 10 minutes."
spam,Attention: Your parcel could not be delivered. Pay a small fee to reschedule: secure-verify-account.com
spam,You have been selected: Click here to claim your free PlayStation before the offer expires today!
ham,"Hey, are we still meeting for the movie tomorrow at 8 PM?"
ham,The project deadline for python has been extended to next Friday.
ham,"See you at home at noon, don't be late!"
ham,The meeting about the budget has been moved to tomorrow morning.
spam,"WINNER!!: You've been chosen to test our new smartwatch for free, just pay shipping."
spam,Attention: Your Netflix account is on hold. Update billing info immediately: your-refund-portal.com
spam,CONGRATULATIONS: Text WIN to 80086 to enter our weekly draw and win a brand new smartwatch!
ham,Don't forget we have our trip scheduled for tonight.
spam,URGENT: This is your final reminder to claim your $250 refund. Act now: click-to-claim.co
spam,Breaking News: Verify your identity now to avoid permanent account suspension: win-big-prizes.net
ham,Can you pick me up from home after work?
ham,"See you at the gym at 3:30 PM, don't be late!"
ham,The project deadline for data science has been extended to next Friday.
spam,Dear Customer: URGENT: Your bank account has unusual activity. Login now to secure it: click-to-claim.co
ham,"See you at downtown at tomorrow morning, don't be late!"
spam,Hey there: This is your final reminder to claim your $500 refund. Act now: secure-verify-account.com
ham,Can you send me the notes before tonight? Thanks!
ham,"Hey, are we still meeting for dinner tomorrow at next Monday?"
spam,ALERT: Your Netflix account is on hold. Update billing info immediately: bit.ly/claim-now
spam,CONGRATULATIONS: Your Netflix account is on hold. Update billing info immediately: your-refund-portal.com
spam,"CONGRATULATIONS: You've been chosen to test our new tablet for free, just pay shipping."
spam,Dear Customer: Verify your identity now to avoid permanent account suspension: click-to-claim.co
ham,Can you help me understand this data science assignment?
ham,"Thanks for the help with the client call today, really appreciate it."
ham,Can you send me the presentation before tonight? Thanks!
ham,Can you send me the proposal before this weekend? Thanks!
ham,Please find attached the assignment you requested.
spam,Dear Customer: You have 1 new voicemail regarding your $10000 settlement claim. Call now.
